i,x,z,recall_naive,recall_naive_sc,recall_rerank
196,148.036,61.6407,1,1,1
197,149.012,60.8528,1,1,1
198,149.97,60.0493,1,1,1
199,150.918,59.2263,1,1,1
200,151.857,58.3776,1,1,1
201,152.782,57.5042,1,1,1
202,153.688,56.6081,1,1,1
203,154.573,55.6888,1,1,1
204,155.437,54.7466,1,1,1
205,156.298,53.772,1,1,1
206,157.138,52.7745,1,1,1
207,157.947,51.7529,1,1,1
208,158.756,50.7264,1,1,1
209,159.535,49.6874,1,1,1
210,160.28,48.6346,1,1,1
211,161.003,47.5606,1,1,1
212,161.686,46.4656,1,1,1
213,162.349,45.3533,1,1,1
214,162.973,44.2291,1,1,1
215,163.589,43.0955,1,1,1
216,164.18,41.9467,1,1,1
217,164.751,40.7888,1,1,1
218,165.299,39.6217,1,1,1
219,165.831,38.4478,1,1,1
220,166.349,37.2625,1,1,1
221,166.852,36.0661,1,1,1
222,167.335,34.862,1,1,1
223,167.797,33.6581,1,1,1
224,168.248,32.4499,1,1,1
225,168.691,31.2428,1,1,1
226,169.138,30.0282,1,1,1
227,169.575,28.8125,1,1,1
228,169.97,27.5822,1,1,1
229,170.362,26.3551,1,1,1
230,170.749,25.1307,1,1,1
231,171.127,23.9002,1,1,1
232,171.513,22.6727,1,1,1
233,171.891,21.4426,1,1,1
234,172.263,20.2213,1,1,1
235,172.618,19.0101,1,1,1
236,172.995,17.7991,1,1,1
237,173.377,16.5991,1,1,1
238,173.783,15.4012,1,1,1
239,174.198,14.2029,1,1,1
240,174.627,13.0044,1,1,1
241,175.061,11.8119,1,1,1
242,175.493,10.6239,1,1,1
243,175.942,9.44218,1,1,1
244,176.4,8.27014,1,1,1
245,176.867,7.09038,1,1,1
246,177.357,5.91709,1,1,1
247,177.861,4.7515,1,1,1
248,178.381,3.58755,1,1,1
249,178.929,2.43499,1,1,1
250,179.498,1.2863,1,1,1
251,180.078,0.151837,1,1,1
252,180.676,-0.971876,1,1,1
253,181.288,-2.08345,1,1,1
254,181.912,-3.17574,1,1,1
255,182.554,-4.25248,1,1,1
256,183.206,-5.31267,1,1,1
257,183.877,-6.35654,1,1,1
258,184.561,-7.38468,1,1,1
259,185.272,-8.39702,1,1,1
260,186.003,-9.39093,1,1,1
261,186.751,-10.3688,1,1,1
262,187.524,-11.3224,1,1,1
263,188.316,-12.2451,1,1,1
264,189.117,-13.1356,1,1,1
265,189.943,-14.0031,1,1,1
266,190.789,-14.8445,1,1,1
267,191.666,-15.6569,1,1,1
268,192.559,-16.4366,1,1,1
269,193.465,-17.1967,1,1,1
270,194.386,-17.9312,1,1,1
271,195.323,-18.6443,1,1,1
272,196.256,-19.3289,1,1,1
273,197.226,-19.9808,1,1,1
274,198.214,-20.6058,1,1,1
275,199.234,-21.1904,1,1,1
276,200.272,-21.743,1,1,1
277,201.311,-22.2634,1,1,1
278,202.371,-22.7498,1,1,1
279,203.448,-23.2032,1,1,1
280,204.529,-23.6192,1,1,1
281,205.638,-23.9911,1,1,1
282,206.759,-24.3252,1,1,1
283,207.905,-24.6144,1,1,1
284,209.053,-24.8625,1,1,1
285,210.184,-25.0682,1,1,1
286,211.336,-25.2291,1,1,1
287,212.489,-25.3495,1,1,1
288,213.631,-25.4245,1,1,1
289,214.798,-25.4606,1,1,1
290,215.958,-25.4551,1,1,1
291,217.117,-25.4075,1,1,1
292,218.271,-25.3195,1,1,1
293,219.417,-25.1995,1,1,1
294,220.572,-25.0398,1,1,1
295,221.723,-24.8474,1,1,1
296,222.871,-24.6235,1,1,1
297,224.021,-24.3637,1,1,1
298,225.163,-24.0686,1,1,1
299,226.3,-23.7371,1,1,1
300,227.43,-23.3729,1,1,1
301,228.539,-22.9704,1,1,1
302,229.649,-22.5328,1,1,1
303,230.748,-22.0587,1,1,1
304,231.818,-21.5549,1,1,1
305,232.887,-21.016,1,1,1
306,233.928,-20.4439,1,1,1
307,234.979,-19.8355,1,1,1
308,236.012,-19.1942,1,1,1
309,237.02,-18.5268,1,1,1
310,238.016,-17.8278,1,1,1
311,239,-17.1028,1,1,1
312,239.961,-16.3559,1,1,1
313,240.914,-15.5847,1,1,1
314,241.849,-14.7911,1,1,1
315,242.78,-13.9846,1,1,1
316,243.698,-13.1589,1,1,1
317,244.584,-12.3014,1,1,1
318,245.458,-11.4141,1,1,1
319,246.324,-10.5186,1,1,1
320,247.169,-9.60524,1,1,1
321,247.997,-8.67439,1,1,1
322,248.811,-7.72309,1,1,1
323,249.608,-6.7494,1,1,1
324,250.391,-5.75931,1,1,1
325,251.159,-4.75083,1,1,1
326,251.912,-3.72735,1,1,1
327,252.656,-2.68667,1,1,1
328,253.382,-1.6298,1,1,1
329,254.1,-0.556907,1,1,1
330,254.806,0.534019,1,1,1
331,255.497,1.62872,1,1,1
332,256.183,2.74267,1,1,1
333,256.864,3.86241,1,1,1
334,257.54,4.98932,1,1,1
335,258.214,6.12279,1,1,1
336,258.884,7.26327,1,1,1
337,259.554,8.41091,1,1,1
338,260.218,9.5613,1,1,1
339,260.878,10.7183,1,1,1
340,261.532,11.883,1,1,1
341,262.183,13.0506,1,1,1
342,262.829,14.2226,1,1,1
343,263.468,15.3951,1,1,1
344,264.106,16.5725,1,1,1
345,264.742,17.7459,1,1,1
346,265.374,18.917,1,1,1
347,266.007,20.0938,1,1,1
348,266.638,21.2661,1,1,1
349,267.266,22.4411,1,1,1
350,267.895,23.6127,1,1,1
351,268.528,24.7861,1,1,1
352,269.162,25.9592,1,1,1
353,269.774,27.1456,1,1,1
354,270.375,28.3342,1,1,1
355,270.976,29.5258,1,1,1
356,271.597,30.7207,1,1,1
357,272.219,31.9178,1,1,1
358,272.843,33.1201,1,1,1
359,273.477,34.3174,1,1,1
360,274.125,35.5022,1,1,1
361,274.772,36.6943,1,1,1
362,275.415,37.873,1,1,1
363,276.05,39.06,1,1,1
364,276.68,40.2589,1,1,1
365,277.333,41.4603,1,1,1
366,277.99,42.6653,1,1,1
367,278.641,43.8693,1,1,1
368,279.279,45.0793,1,1,1
369,279.913,46.3018,1,1,1
370,280.538,47.517,1,1,1
371,281.156,48.7389,1,1,1
372,281.776,49.9499,1,1,1
373,282.375,51.1508,1,1,1
374,282.972,52.3436,1,1,1
375,283.563,53.5327,1,1,1
376,284.167,54.7116,1,1,1
377,284.765,55.8858,1,1,1
378,285.356,57.0568,1,1,1
379,285.94,58.2246,1,1,1
380,286.512,59.383,1,1,1
381,287.076,60.5365,1,1,1
382,287.629,61.6848,1,1,1
383,288.177,62.8295,1,1,1
384,288.712,63.9549,1,1,1
385,289.248,65.0785,1,1,1
386,289.769,66.1853,1,1,1
387,290.294,67.2891,1,1,1
388,290.816,68.3854,1,1,1
389,291.34,69.4744,1,1,1
390,291.871,70.5598,1,1,1
391,292.408,71.634,1,1,1
392,292.965,72.6995,1,1,1
393,293.538,73.7536,1,1,1
394,294.13,74.7982,1,1,1
395,294.734,75.836,1,1,1
396,295.351,76.8646,1,1,1
397,295.971,77.887,1,1,1
398,296.611,78.8973,1,1,1
399,297.262,79.8928,1,1,1
400,297.947,80.8724,1,1,1
401,298.645,81.8369,1,1,1
402,299.368,82.772,1,1,1
403,300.113,83.6885,1,1,1
404,300.868,84.5789,1,1,1
405,301.655,85.4444,1,1,1
406,302.463,86.2844,1,1,1
407,303.28,87.0942,1,1,1
408,304.13,87.8737,1,1,1
409,304.988,88.62,1,1,1
410,305.882,89.3331,1,1,1
411,306.796,90.0097,1,1,1
412,307.705,90.6456,1,1,1
413,308.645,91.245,1,1,1
414,309.61,91.8153,1,1,1
415,310.567,92.3417,1,1,1
416,311.557,92.8354,1,1,1
417,312.541,93.288,1,1,1
418,313.55,93.7043,1,1,1
419,314.575,94.0853,1,1,1
420,315.59,94.4249,1,1,1
421,316.637,94.7332,1,1,1
422,317.691,95.0016,1,1,1
423,318.731,95.2311,1,1,1
424,319.795,95.4223,1,1,1
425,320.859,95.5882,1,1,1
426,321.947,95.719,1,1,1
427,323.038,95.8114,1,1,1
428,324.113,95.8623,1,1,1
429,325.202,95.8751,1,1,1
430,326.29,95.8511,1,1,1
431,327.34,95.7794,1,1,1
432,328.404,95.6725,1,1,1
433,329.44,95.5237,1,1,1
434,330.546,95.3218,1,1,1
435,331.635,95.086,1,1,1
436,332.691,94.8117,1,1,1
437,333.73,94.5099,1,1,1
438,334.756,94.1719,1,1,1
439,335.719,93.8008,1,1,1
440,336.689,93.398,1,1,1
441,337.637,92.9634,1,1,1
442,338.557,92.4881,1,1,1
443,339.476,91.9953,1,1,1
444,340.363,91.4611,1,1,1
445,341.251,90.9184,1,1,1
446,342.128,90.3255,1,1,1
447,342.964,89.6922,1,1,1
448,343.805,89.0164,1,1,1
449,344.628,88.3198,1,1,1
450,345.403,87.5792,1,1,1
451,346.174,86.7917,1,1,1
452,346.893,85.9623,1,1,1
453,347.592,85.0926,1,1,1
454,348.26,84.1882,1,1,1
455,348.873,83.2611,1,1,1
456,349.463,82.3215,1,1,1
457,350.027,81.3612,1,1,1
458,350.521,80.3823,1,1,1
459,351.002,79.3978,1,1,1
460,351.45,78.4074,1,1,1
461,351.831,77.4052,1,1,1
462,352.204,76.4028,1,1,1
463,352.529,75.3875,1,1,1
464,352.836,74.3596,1,1,1
465,353.108,73.3065,1,1,1
466,353.354,72.2439,1,1,1
467,353.584,71.1647,1,1,1
468,353.811,70.0966,1,1,1
469,354.038,69.0295,1,1,1
470,354.255,67.9604,1,1,1
471,354.465,66.889,1,1,1
472,354.673,65.8108,1,1,1
473,354.87,64.7382,1,1,1
474,355.047,63.6646,1,1,1
475,355.21,62.5883,1,1,1
476,355.358,61.5164,1,1,1
477,355.5,60.4491,1,1,1
478,355.632,59.3878,1,1,1
479,355.758,58.3352,1,1,1
480,355.867,57.2961,1,1,1
481,355.981,56.259,1,1,1
482,356.091,55.2278,1,1,1
483,356.199,54.2082,1,1,1
484,356.312,53.2004,1,1,1
485,356.411,52.2045,1,1,1
486,356.526,51.221,1,1,1
487,356.643,50.2541,1,1,1
488,356.793,49.3005,1,1,1
489,356.961,48.3694,1,1,1
490,357.147,47.4713,1,1,1
491,357.332,46.5963,1,1,1
492,357.539,45.7525,1,1,1
493,357.77,44.9389,1,1,1
494,358.003,44.1495,1,1,1
495,358.275,43.3888,1,1,1
496,358.587,42.648,1,1,1
497,358.887,41.9256,1,1,1
498,359.267,41.2389,1,1,1
499,359.688,40.5858,1,1,1
500,360.083,39.9577,1,1,1
501,360.572,39.3738,1,1,1
502,361.095,38.8272,1,1,1
503,361.579,38.3072,1,1,1
504,362.156,37.8355,1,1,1
505,362.759,37.4053,1,1,1
506,363.316,36.9991,1,1,1
507,363.974,36.6383,1,1,1
508,364.588,36.3039,1,1,1
509,365.316,36.0142,1,1,1
510,366.08,35.7611,1,1,1
511,366.828,35.5499,1,1,1
512,367.68,35.3781,1,1,1
513,368.547,35.2345,1,1,1
514,369.39,35.1265,1,1,1
515,370.283,35.0686,1,1,1
516,371.148,35.0451,1,1,1
517,372.055,35.0567,1,1,1
518,372.98,35.1006,1,1,1
519,373.899,35.1753,1,1,1
520,374.838,35.2906,1,1,1
521,375.762,35.4316,1,1,1
522,376.698,35.6111,1,1,1
523,377.631,35.8176,1,1,1
524,378.539,36.0536,1,1,1
525,379.471,36.3228,1,1,1
526,380.381,36.6141,1,1,1
527,381.299,36.9397,1,1,1
528,382.212,37.2945,1,1,1
529,383.095,37.6771,1,1,1
530,383.993,38.0849,1,1,1
531,384.868,38.518,1,1,1
532,385.712,38.9769,1,1,1
533,386.559,39.469,1,1,1
534,387.364,39.9918,1,1,1
535,388.175,40.5565,1,1,1
536,388.969,41.1552,1,1,1
537,389.702,41.7807,1,1,1
538,390.437,42.44,1,1,1
539,391.145,43.1277,1,1,1
540,391.803,43.8392,1,1,1
541,392.464,44.5757,1,1,1
542,393.082,45.3267,1,1,1
543,393.689,46.099,1,1,1
544,394.271,46.8836,1,1,1
545,394.83,47.673,1,1,1
546,395.384,48.4743,1,1,1
547,395.919,49.2828,1,1,1
548,396.44,50.1023,1,1,1
549,396.942,50.9283,1,1,1
550,397.416,51.7576,1,1,1
551,397.879,52.6007,1,1,1
552,398.325,53.4501,1,1,1
553,398.745,54.3055,1,1,1
554,399.159,55.1743,1,1,1
555,399.545,56.0525,1,1,1
556,399.918,56.937,1,1,1
557,400.266,57.8303,1,1,1
558,400.58,58.7289,1,1,1
559,400.877,59.6363,1,1,1
560,401.155,60.5587,1,1,1
561,401.391,61.4866,1,1,1
562,401.618,62.43,1,1,1
563,401.82,63.3796,1,1,1
564,401.978,64.3331,1,1,1
565,402.129,65.2972,1,1,1
566,402.238,66.2679,1,1,1
567,402.335,67.2503,1,1,1
568,402.404,68.2463,1,1,1
569,402.437,69.2525,1,1,1
570,402.475,70.2597,1,1,1
571,402.483,71.2852,1,1,1
572,402.471,72.3144,1,1,1
573,402.447,73.356,1,1,1
574,402.408,74.4039,1,1,1
575,402.37,75.4672,1,1,1
576,402.342,76.5409,1,1,1
577,402.311,77.6211,1,1,1
578,402.269,78.7115,1,1,1
579,402.229,79.8054,1,1,1
580,402.177,80.9092,1,1,1
581,402.134,82.0278,1,1,1
582,402.075,83.1563,1,1,1
583,402.028,84.2996,1,1,1
584,401.974,85.4477,1,1,1
585,401.928,86.5971,1,1,1
586,401.867,87.7536,1,1,1
587,401.8,88.9241,1,1,1
588,401.722,90.1133,1,1,1
589,401.633,91.3107,1,1,1
590,401.547,92.5203,1,1,1
591,401.456,93.7374,1,1,1
592,401.364,94.9645,1,1,1
593,401.266,96.1959,1,1,1
594,401.169,97.4389,1,1,1
595,401.063,98.684,1,1,1
596,400.952,99.936,1,1,1
597,400.835,101.197,1,1,1
598,400.718,102.458,1,1,1
599,400.601,103.72,1,1,1
600,400.479,104.981,1,1,1
601,400.356,106.24,1,1,1
602,400.224,107.494,1,1,1
603,400.087,108.745,1,1,1
604,399.945,109.993,1,1,1
605,399.794,111.246,1,1,1
606,399.638,112.494,1,1,1
607,399.476,113.741,1,1,1
608,399.309,114.985,1,1,1
609,399.139,116.227,1,1,1
610,398.967,117.463,1,1,1
611,398.788,118.694,1,1,1
612,398.603,119.925,1,1,1
613,398.415,121.154,1,1,1
614,398.223,122.385,1,1,1
615,398.025,123.612,1,1,1
616,397.823,124.844,1,1,1
617,397.617,126.081,1,1,1
618,397.409,127.315,1,1,1
619,397.215,128.545,1,1,1
620,397.023,129.778,1,1,1
621,396.829,131.013,1,1,1
622,396.63,132.24,1,1,1
623,396.426,133.466,1,1,1
624,396.222,134.688,1,1,1
625,396.01,135.892,1,1,1
626,395.805,137.092,1,1,1
627,395.602,138.282,1,1,1
628,395.412,139.484,1,1,1
629,395.219,140.681,1,1,1
630,395.033,141.882,1,1,1
631,394.847,143.084,1,1,1
632,394.663,144.287,1,1,1
633,394.484,145.488,1,1,1
634,394.305,146.685,1,1,1
635,394.132,147.887,1,1,1
636,393.961,149.092,1,1,1
637,393.792,150.3,1,1,1
638,393.623,151.51,1,1,1
639,393.457,152.725,1,1,1
640,393.29,153.935,1,1,1
641,393.128,155.147,1,1,1
642,392.964,156.362,1,1,1
643,392.8,157.578,1,1,1
644,392.637,158.794,1,1,1
645,392.474,160.012,1,1,1
646,392.31,161.234,1,1,1
647,392.149,162.457,1,1,1
648,391.988,163.682,1,1,1
649,391.829,164.904,1,1,1
650,391.671,166.135,1,1,1
651,391.511,167.361,1,1,1
652,391.352,168.586,1,1,1
653,391.195,169.812,1,1,1
654,391.038,171.04,1,1,1
655,390.884,172.272,1,1,1
656,390.729,173.509,1,1,1
657,390.574,174.743,1,1,1
658,390.417,175.978,1,1,1
659,390.266,177.209,1,1,1
660,390.11,178.441,1,1,1
661,389.96,179.676,1,1,1
662,389.811,180.913,1,1,1
663,389.663,182.148,1,1,1
664,389.516,183.387,1,1,1
665,389.378,184.631,1,1,1
666,389.244,185.892,1,1,1
667,389.119,187.155,1,1,1
668,389.005,188.417,1,1,1
669,388.895,189.678,1,1,1
670,388.793,190.94,1,1,1
671,388.697,192.201,1,1,1
672,388.606,193.461,1,1,1
673,388.529,194.721,1,1,1
674,388.456,195.982,1,1,1
675,388.393,197.25,1,1,1
676,388.337,198.516,1,1,1
677,388.284,199.791,1,1,1
678,388.242,201.059,1,1,1
679,388.209,202.319,1,1,1
680,388.182,203.578,1,1,1
681,388.167,204.844,1,1,1
682,388.155,206.114,1,1,1
683,388.154,207.386,1,1,1
684,388.165,208.657,1,1,1
685,388.179,209.926,1,1,1
686,388.2,211.196,1,1,1
687,388.226,212.467,1,1,1
688,388.259,213.735,1,1,1
689,388.296,215.006,1,1,1
690,388.338,216.277,1,1,1
691,388.387,217.548,1,1,1
692,388.445,218.825,1,1,1
693,388.519,220.1,1,1,1
694,388.603,221.371,1,1,1
695,388.692,222.646,1,1,1
696,388.781,223.924,1,1,1
697,388.881,225.205,1,1,1
698,388.99,226.481,1,1,1
699,389.11,227.762,1,1,1
700,389.239,229.043,1,1,1
701,389.376,230.323,1,1,1
702,389.519,231.6,1,1,1
703,389.673,232.882,1,1,1
704,389.835,234.171,1,1,1
705,390.001,235.455,1,1,1
706,390.175,236.742,1,1,1
707,390.352,238.027,1,1,1
708,390.533,239.323,1,1,1
709,390.72,240.619,1,1,1
710,390.919,241.908,1,1,1
711,391.127,243.192,1,1,1
712,391.348,244.486,1,1,1
713,391.58,245.782,1,1,1
714,391.817,247.083,1,1,1
715,392.061,248.379,1,1,1
716,392.285,249.676,1,1,1
717,392.447,250.991,1,1,1
718,392.661,252.308,1,1,1
719,392.903,253.626,1,1,1
720,393.193,254.933,1,1,1
721,393.5,256.243,1,1,1
722,393.805,257.545,1,1,1
723,394.13,258.841,1,1,1
724,394.474,260.14,1,1,1
725,394.838,261.437,1,1,1
726,395.212,262.726,1,1,1
727,395.594,264.012,1,1,1
728,395.975,265.291,1,1,1
729,396.381,266.56,1,1,1
730,396.784,267.818,1,1,1
731,397.177,269.067,1,1,1
732,397.592,270.309,1,1,1
733,398.022,271.542,1,1,1
734,398.471,272.767,1,1,1
735,398.916,273.988,1,1,1
736,399.361,275.204,1,1,1
737,399.801,276.417,1,1,1
738,400.262,277.62,1,1,1
739,400.731,278.821,1,1,1
740,401.204,280.025,1,1,1
741,401.675,281.23,1,1,1
742,402.141,282.436,1,1,1
743,402.616,283.639,1,1,1
744,403.099,284.836,1,1,1
745,403.594,286.018,1,1,1
746,404.074,287.195,1,1,1
747,404.553,288.369,1,1,1
748,405.029,289.538,1,1,1
749,405.503,290.701,1,1,1
750,405.981,291.859,1,1,1
751,406.455,293.008,1,1,1
752,406.928,294.15,1,1,1
753,407.397,295.286,1,1,1
754,407.866,296.416,1,1,1
755,408.328,297.537,1,1,1
756,408.788,298.654,1,1,1
757,409.245,299.766,1,1,1
758,409.703,300.871,1,1,1
759,410.16,301.971,1,1,1
760,410.617,303.062,1,1,1
761,411.075,304.157,1,1,1
762,411.533,305.249,1,1,1
763,411.993,306.34,1,1,1
764,412.45,307.428,1,1,1
765,412.91,308.514,1,1,1
766,413.37,309.608,1,1,1
767,413.829,310.71,1,1,1
768,414.286,311.815,1,1,1
769,414.741,312.922,1,1,1
770,415.185,314.037,1,1,1
771,415.632,315.158,1,1,1
772,416.074,316.288,1,1,1
773,416.519,317.421,1,1,1
774,416.955,318.555,1,1,1
775,417.411,319.687,1,1,1
776,417.867,320.82,1,1,1
777,418.356,321.95,1,1,1
778,418.857,323.089,1,1,1
779,419.382,324.226,1,1,1
780,419.919,325.361,1,1,1
781,420.476,326.495,1,1,1
782,421.043,327.63,1,1,1
783,421.62,328.773,1,1,1
784,422.222,329.918,1,1,1
785,422.838,331.065,1,1,1
786,423.465,332.205,1,1,1
787,424.097,333.348,1,1,1
788,424.737,334.495,1,1,1
789,425.389,335.649,1,1,1
790,426.05,336.793,1,1,1
791,426.719,337.928,1,1,1
792,427.394,339.062,1,1,1
793,428.071,340.191,1,1,1
794,428.753,341.31,1,1,1
795,429.441,342.427,1,1,1
796,430.129,343.537,1,1,1
797,430.817,344.636,1,1,1
798,431.503,345.736,1,1,1
799,432.186,346.837,1,1,1
800,432.87,347.94,1,1,1
801,433.555,349.038,1,1,1
802,434.247,350.137,0.875,0.875,1
803,434.949,351.242,1,1,1
804,435.647,352.345,1,1,1
805,436.348,353.456,1,1,1
806,437.041,354.569,1,1,1
807,437.738,355.674,1,1,1
808,438.434,356.783,1,1,1
809,439.147,357.904,1,1,1
810,439.859,359.02,1,1,1
811,440.558,360.13,1,1,1
812,441.25,361.24,1,1,1
813,441.938,362.355,1,1,1
814,442.628,363.473,1,1,1
815,443.319,364.592,1,1,1
816,444.012,365.708,1,1,1
817,444.704,366.82,1,1,1
818,445.39,367.93,1,1,1
