source,leaf_max_size,k,threads,n_points,build_s,query_us
random_50000,25,20,1,50000,0.0048609,2.19585
random_50000,10,1,1,50000,0.0056532,0.3834
random_50000,10,5,1,50000,0.0056577,0.84015
random_50000,10,20,1,50000,0.005772,2.2639
random_50000,25,1,1,50000,0.0048432,0.4147
random_50000,25,5,1,50000,0.0048356,0.8789
random_50000,25,20,1,50000,0.0048424,2.1847
random_50000,10,1,1,50000,0.0060484,0.39045
random_50000,10,5,1,50000,0.0060454,0.8338
random_50000,10,20,1,50000,0.0060395,2.2625
random_50000,25,1,1,50000,0.0051887,0.41825
random_50000,25,5,1,50000,0.0051865,0.9142
random_50000,25,20,1,50000,0.0052634,2.19615
random_50000,10,1,1,50000,0.0060317,0.4027
random_50000,10,5,1,50000,0.0059268,0.8339
random_50000,10,20,1,50000,0.0059319,2.3715
random_50000,25,1,1,50000,0.0050917,0.41385
random_50000,25,5,1,50000,0.0052012,0.88435
random_50000,25,20,1,50000,0.0050659,2.27615
random_50000,10,1,1,50000,0.005827,0.40895
random_50000,10,5,1,50000,0.0056678,0.84135
random_50000,10,20,1,50000,0.0056684,2.3562
random_50000,25,1,1,50000,0.0048697,0.41765
random_50000,25,5,1,50000,0.0048436,0.8776
random_50000,25,20,1,50000,0.004856,2.20095
random_50000,10,1,1,50000,0.0056711,0.38645
random_50000,10,5,1,50000,0.0056718,0.8301
random_50000,10,20,1,50000,0.005667,2.26725
random_50000,25,1,1,50000,0.0048814,0.44245
random_50000,25,5,1,50000,0.0048729,0.8733
random_50000,25,20,1,50000,0.0048768,2.19455
random_50000,10,1,1,50000,0.0058991,0.3808
random_50000,10,5,1,50000,0.0059167,0.86305
random_50000,10,20,1,50000,0.0059014,2.2543
random_50000,25,1,1,50000,0.0050543,0.40995
random_50000,25,5,1,50000,0.0050916,0.8674
random_50000,25,20,1,50000,0.0050956,2.32625
random_50000,10,1,1,50000,0.0060357,0.39745
random_50000,10,5,1,50000,0.00607,0.8549
random_50000,10,20,1,50000,0.0059734,2.2843
random_50000,25,1,1,50000,0.005096,0.42375
random_50000,25,5,1,50000,0.0052058,0.9344
random_50000,25,20,1,50000,0.0053129,2.23355
random_50000,10,1,1,50000,0.0056925,0.3935
random_50000,10,5,1,50000,0.0059606,0.85845
random_50000,10,20,1,50000,0.0056732,2.28705
random_50000,25,1,1,50000,0.0050926,0.4204
random_50000,25,5,1,50000,0.0048832,0.8865
random_50000,25,20,1,50000,0.0049123,2.22045
random_50000,10,1,1,50000,0.0056626,0.3871
random_50000,10,5,1,50000,0.0056631,0.84
random_50000,10,20,1,50000,0.0056655,2.26965
random_50000,25,1,1,50000,0.0048453,0.41395
random_50000,25,5,1,50000,0.0048418,0.8736
random_50000,25,20,1,50000,0.0049797,2.2457
random_50000,10,1,1,50000,0.0057346,0.3899
random_50000,10,5,1,50000,0.0056708,0.83225
random_50000,10,20,1,50000,0.0056613,2.27215
random_50000,25,1,1,50000,0.0048437,0.40865
random_50000,25,5,1,50000,0.0048608,0.87315
random_50000,25,20,1,50000,0.0048478,2.19755
random_50000,10,1,1,50000,0.0062568,0.4116
random_50000,10,5,1,50000,0.00622,0.8651
random_50000,10,20,1,50000,0.0063523,2.354
random_50000,25,1,1,50000,0.0050547,0.4193
random_50000,25,5,1,50000,0.0051853,0.90465
random_50000,25,20,1,50000,0.0050764,2.2273
random_50000,10,1,1,50000,0.0060931,0.39725
random_50000,10,5,1,50000,0.0060717,0.8401
random_50000,10,20,1,50000,0.0062449,2.3453
random_50000,25,1,1,50000,0.0052535,0.425
random_50000,25,5,1,50000,0.0053203,0.9185
random_50000,25,20,1,50000,0.0053045,2.2299
random_50000,10,1,1,50000,0.0061517,0.44775
random_50000,10,5,1,50000,0.006283,0.85055
random_50000,10,20,1,50000,0.0059223,2.3093
random_50000,25,1,1,50000,0.0050861,0.4148
random_50000,25,5,1,50000,0.0050694,0.86805
random_50000,25,20,1,50000,0.0052597,2.17545
random_50000,10,1,1,50000,0.0059468,0.45205
random_50000,10,5,1,50000,0.006014,0.8393
random_50000,10,20,1,50000,0.0059331,2.28405
random_50000,25,1,1,50000,0.0050676,0.42185
random_50000,25,5,1,50000,0.0050835,0.87555
random_50000,25,20,1,50000,0.0050718,2.213
random_50000,10,1,1,50000,0.0057419,0.392
random_50000,10,5,1,50000,0.0056713,0.8413
random_50000,10,20,1,50000,0.0056727,2.26545
random_50000,25,1,1,50000,0.0048685,0.4143
random_50000,25,5,1,50000,0.0049172,0.87535
random_50000,25,20,1,50000,0.004891,2.33515
random_120000,10,1,1,120000,0.016129,0.48725
random_120000,10,5,1,120000,0.0159871,1.01295
random_120000,10,20,1,120000,0.0164374,2.5087
random_120000,25,1,1,120000,0.0142337,0.49865
random_120000,25,5,1,120000,0.0141398,0.96435
random_120000,25,20,1,120000,0.0141833,2.3448
random_120000,10,1,1,120000,0.0160142,0.48265
random_120000,10,5,1,120000,0.0156988,0.9246
random_120000,10,20,1,120000,0.0156981,2.403
random_120000,25,1,1,120000,0.0137452,0.4506
random_120000,25,5,1,120000,0.014076,0.9628
random_120000,25,20,1,120000,0.0138887,2.34135
random_120000,10,1,1,120000,0.0162757,0.49695
random_120000,10,5,1,120000,0.0160843,0.92405
random_120000,10,20,1,120000,0.016045,2.5766
random_120000,25,1,1,120000,0.0144331,0.50335
random_120000,25,5,1,120000,0.0139602,1.18225
random_120000,25,20,1,120000,0.0140209,2.43995
random_120000,10,1,1,120000,0.0174772,0.48885
random_120000,10,5,1,120000,0.0183968,0.982
random_120000,10,20,1,120000,0.0173146,2.42475
random_120000,25,1,1,120000,0.0150142,0.4651
random_120000,25,5,1,120000,0.0151832,0.97925
random_120000,25,20,1,120000,0.0152894,2.4046
random_120000,10,1,1,120000,0.0175266,0.5141
random_120000,10,5,1,120000,0.0172296,0.9332
random_120000,10,20,1,120000,0.0173272,2.3568
random_120000,25,1,1,120000,0.0151511,0.4727
random_120000,25,5,1,120000,0.0151482,0.9526
random_120000,25,20,1,120000,0.015483,2.28255
random_120000,10,1,1,120000,0.0174956,0.5093
random_120000,10,5,1,120000,0.0173328,0.931
random_120000,10,20,1,120000,0.0173617,2.44405
random_120000,25,1,1,120000,0.0155002,0.4828
random_120000,25,5,1,120000,0.0149543,0.94925
random_120000,25,20,1,120000,0.0150559,2.26995
random_120000,10,1,1,120000,0.0157119,0.4639
random_120000,10,5,1,120000,0.015664,0.92105
random_120000,10,20,1,120000,0.016025,2.3907
random_120000,25,1,1,120000,0.0137848,0.6581
random_120000,25,5,1,120000,0.0135985,1.16225
random_120000,25,20,1,120000,0.0138824,2.4963
random_120000,10,1,1,120000,0.0176231,0.4671
random_120000,10,5,1,120000,0.0171591,0.96345
random_120000,10,20,1,120000,0.0175338,2.37715
random_120000,25,1,1,120000,0.0152107,0.5147
random_120000,25,5,1,120000,0.0153133,0.96205
random_120000,25,20,1,120000,0.0155583,2.2794
random_120000,10,1,1,120000,0.0160855,0.4854
random_120000,10,5,1,120000,0.0167078,1.0123
random_120000,10,20,1,120000,0.0162585,2.47715
random_120000,25,1,1,120000,0.0139544,0.4724
random_120000,25,5,1,120000,0.0139716,0.97235
random_120000,25,20,1,120000,0.0139678,2.27945
random_120000,10,1,1,120000,0.0173897,0.5023
random_120000,10,5,1,120000,0.0173871,0.96585
random_120000,10,20,1,120000,0.0174655,2.52185
random_120000,25,1,1,120000,0.0153932,0.50285
random_120000,25,5,1,120000,0.015327,0.96785
random_120000,25,20,1,120000,0.0150748,2.3631
random_120000,10,1,1,120000,0.0169074,0.47495
random_120000,10,5,1,120000,0.0162429,0.98215
random_120000,10,20,1,120000,0.0165662,2.6313
random_120000,25,1,1,120000,0.014476,0.4814
random_120000,25,5,1,120000,0.0143814,0.9716
random_120000,25,20,1,120000,0.0143726,2.3516
random_120000,10,1,1,120000,0.0161411,0.46565
random_120000,10,5,1,120000,0.0162481,0.9098
random_120000,10,20,1,120000,0.0161117,2.3126
random_120000,25,1,1,120000,0.0141327,0.4574
random_120000,25,5,1,120000,0.014112,0.94865
random_120000,25,20,1,120000,0.0143239,2.20785
random_120000,10,1,1,120000,0.0153644,0.43475
random_120000,10,5,1,120000,0.0153123,0.88515
random_120000,10,20,1,120000,0.0155114,2.2688
random_120000,25,1,1,120000,0.0135078,0.4481
random_120000,25,5,1,120000,0.0137237,0.9157
random_120000,25,20,1,120000,0.0141429,2.8893
random_120000,10,1,1,120000,0.0161739,0.50185
random_120000,10,5,1,120000,0.0167327,0.99615
random_120000,10,20,1,120000,0.015837,2.38715
random_120000,25,1,1,120000,0.0139249,0.4622
random_120000,25,5,1,120000,0.0140495,1.0149
random_120000,25,20,1,120000,0.0142164,2.3107
random_120000,10,1,1,120000,0.0161866,0.48125
random_120000,10,5,1,120000,0.0167433,0.9874
random_120000,10,20,1,120000,0.0158283,2.3594
random_120000,25,1,1,120000,0.0142608,0.44675
random_120000,25,5,1,120000,0.0140002,0.9551
random_120000,25,20,1,120000,0.0139764,2.2748
random_120000,10,1,1,120000,0.0157975,0.5072
random_120000,10,5,1,120000,0.0157514,0.99485
random_120000,10,20,1,120000,0.015731,2.3912
random_120000,25,1,1,120000,0.0138315,0.4938
random_120000,25,5,1,120000,0.0139616,1.03135
random_120000,25,20,1,120000,0.0139755,2.3115
random_120000,10,1,1,120000,0.0161853,0.47465
random_120000,10,5,1,120000,0.0163497,0.9823
random_120000,10,20,1,120000,0.0166624,2.46035
random_120000,25,1,1,120000,0.0141191,0.48915
random_120000,25,5,1,120000,0.014081,0.94345
random_120000,25,20,1,120000,0.0141682,2.302
random_120000,10,1,1,120000,0.0163671,0.5175
random_120000,10,5,1,120000,0.0164285,0.96445
random_120000,10,20,1,120000,0.0164666,2.3989
random_120000,25,1,1,120000,0.014171,0.47905
random_120000,25,5,1,120000,0.0142448,1.0021
random_120000,25,20,1,120000,0.0142581,2.3948
random_120000,10,1,1,120000,0.0157758,0.50045
random_120000,10,5,1,120000,0.0157671,0.98795
random_120000,10,20,1,120000,0.0165816,2.44155
random_120000,25,1,1,120000,0.014389,0.50485
random_120000,25,5,1,120000,0.0143061,0.9854
random_120000,25,20,1,120000,0.0143068,2.3003
random_120000,10,1,1,120000,0.0168682,0.5078
random_120000,10,5,1,120000,0.0163278,1.02585
random_120000,10,20,1,120000,0.0161473,2.4019
random_120000,25,1,1,120000,0.0147359,0.49515
random_120000,25,5,1,120000,0.0141379,0.97565
random_120000,25,20,1,120000,0.0141689,2.2752
random_120000,10,1,1,120000,0.0157736,0.47185
random_120000,10,5,1,120000,0.0160246,0.97325
random_120000,10,20,1,120000,0.0158418,2.37275
random_120000,25,1,1,120000,0.0138404,0.4611
random_120000,25,5,1,120000,0.0141316,0.97715
random_120000,25,20,1,120000,0.0144172,2.28645
random_120000,10,1,1,120000,0.0161141,0.52235
random_120000,10,5,1,120000,0.0154704,1.2722
random_120000,10,20,1,120000,0.0151208,2.62405
random_120000,25,1,1,120000,0.0132456,0.4907
random_120000,25,5,1,120000,0.0137804,0.97425
random_120000,25,20,1,120000,0.0136905,2.31485
random_120000,10,1,1,120000,0.01831,0.5071
random_120000,10,5,1,120000,0.0173405,0.97115
random_120000,10,20,1,120000,0.0174237,2.3681
random_120000,25,1,1,120000,0.0150396,0.48555
random_120000,25,5,1,120000,0.0149603,0.94875
random_120000,25,20,1,120000,0.015039,2.39845
random_120000,10,1,1,120000,0.0178692,0.50145
random_120000,10,5,1,120000,0.0179902,0.9876
random_120000,10,20,1,120000,0.0180225,2.4119
random_120000,25,1,1,120000,0.0156735,0.48715
random_120000,25,5,1,120000,0.015021,0.94465
random_120000,25,20,1,120000,0.0149785,2.26575
random_120000,10,1,1,120000,0.0162408,0.4719
random_120000,10,5,1,120000,0.0156719,0.93725
random_120000,10,20,1,120000,0.0156803,2.43305
random_120000,25,1,1,120000,0.0137499,0.47975
random_120000,25,5,1,120000,0.014489,1.01665
random_120000,25,20,1,120000,0.0143768,2.34785
random_120000,10,1,1,120000,0.0161664,0.4693
random_120000,10,5,1,120000,0.0161114,0.9489
random_120000,10,20,1,120000,0.0161264,2.37055
random_120000,25,1,1,120000,0.0137761,0.46925
random_120000,25,5,1,120000,0.0143967,1.01205
random_120000,25,20,1,120000,0.0139497,2.91805
random_120000,10,1,1,120000,0.0199583,0.62525
random_120000,10,5,1,120000,0.0166199,1.9797
random_120000,10,20,1,120000,0.0156401,2.46115
random_120000,25,1,1,120000,0.0132627,0.53195
random_120000,25,5,1,120000,0.0132233,0.9559
random_120000,25,20,1,120000,0.0132105,2.25735
random_120000,10,1,1,120000,0.0157088,0.45225
random_120000,10,5,1,120000,0.0157174,0.96655
random_120000,10,20,1,120000,0.0157591,2.5105
random_120000,25,1,1,120000,0.0173038,0.6482
random_120000,25,5,1,120000,0.0171026,1.31975
random_120000,25,20,1,120000,0.0161355,2.3902
random_120000,10,1,1,120000,0.0161104,0.5057
random_120000,10,5,1,120000,0.0167342,0.99315
random_120000,10,20,1,120000,0.0167582,2.70595
random_120000,25,1,1,120000,0.0148199,0.51905
random_120000,25,5,1,120000,0.0170256,2.12515
random_120000,25,20,1,120000,0.0179788,4.11735
random_120000,10,1,1,120000,0.0193831,0.5626
random_120000,10,5,1,120000,0.0167673,1.0674
random_120000,10,20,1,120000,0.0199543,3.25825
random_120000,25,1,1,120000,0.0141408,0.5059
random_120000,25,5,1,120000,0.0141872,1.00565
random_120000,25,20,1,120000,0.0137735,2.2573
