source,leaf_max_size,k,threads,n_points,build_s,query_us
random_50000,25,5,1,50000,0.0045684,1.1683
random_50000,25,20,1,50000,0.0046719,2.19805
random_50000,10,1,1,50000,0.0055312,0.5411
random_50000,10,5,1,50000,0.0051806,0.8431
random_50000,10,20,1,50000,0.0055361,2.26685
random_50000,25,1,1,50000,0.0050266,0.41615
random_50000,25,5,1,50000,0.0048788,0.91195
random_50000,25,20,1,50000,0.0044552,2.18125
random_50000,10,1,1,50000,0.006004,0.3946
random_50000,10,5,1,50000,0.0055726,0.83455
random_50000,10,20,1,50000,0.0057307,2.33085
random_50000,25,1,1,50000,0.0047924,0.41915
random_50000,25,5,1,50000,0.0047929,0.87735
random_50000,25,20,1,50000,0.0048853,2.18935
random_50000,10,1,1,50000,0.0054697,0.38935
random_50000,10,5,1,50000,0.0056754,0.84435
random_50000,10,20,1,50000,0.0054597,2.358
random_50000,25,1,1,50000,0.0046894,0.41465
random_50000,25,5,1,50000,0.0046687,0.87555
random_50000,25,20,1,50000,0.004753,2.20555
random_50000,10,1,1,50000,0.005186,0.39175
random_50000,10,5,1,50000,0.0051869,0.84465
random_50000,10,20,1,50000,0.0053508,2.31
random_50000,25,1,1,50000,0.0044881,0.4205
random_50000,25,5,1,50000,0.0045715,0.8857
random_50000,25,20,1,50000,0.0044654,2.1917
random_50000,10,1,1,50000,0.0052719,0.3915
random_50000,10,5,1,50000,0.005164,0.83005
random_50000,10,20,1,50000,0.0051761,2.2856
random_50000,25,1,1,50000,0.0044638,0.42145
random_50000,25,5,1,50000,0.0044766,0.87375
random_50000,25,20,1,50000,0.0044657,2.18055
random_50000,10,1,1,50000,0.0055308,0.4027
random_50000,10,5,1,50000,0.0054738,0.8527
random_50000,10,20,1,50000,0.0054195,2.37335
random_50000,25,1,1,50000,0.004688,0.412
random_50000,25,5,1,50000,0.0046654,0.93725
random_50000,25,20,1,50000,0.0047664,2.21255
random_50000,10,1,1,50000,0.0054222,0.4052
random_50000,10,5,1,50000,0.0055149,0.9615
random_50000,10,20,1,50000,0.0054351,2.26915
random_50000,25,1,1,50000,0.0047556,0.45
random_50000,25,5,1,50000,0.0046771,0.8818
random_50000,25,20,1,50000,0.0046745,2.2881
random_50000,10,1,1,50000,0.0051968,0.39355
random_50000,10,5,1,50000,0.0051671,0.847
random_50000,10,20,1,50000,0.0052917,2.29735
random_50000,25,1,1,50000,0.004471,0.422
random_50000,25,5,1,50000,0.004462,0.8837
random_50000,25,20,1,50000,0.0044866,2.19645
random_50000,10,1,1,50000,0.0051976,0.3888
random_50000,10,5,1,50000,0.0052335,0.83735
random_50000,10,20,1,50000,0.0051732,2.2621
random_50000,25,1,1,50000,0.0044651,0.41445
random_50000,25,5,1,50000,0.0044703,0.87695
random_50000,25,20,1,50000,0.0044748,2.2262
random_50000,10,1,1,50000,0.0051843,0.389
random_50000,10,5,1,50000,0.00518,0.8364
random_50000,10,20,1,50000,0.0051918,2.26935
random_50000,25,1,1,50000,0.0044724,0.4103
random_50000,25,5,1,50000,0.0045043,0.87745
random_50000,25,20,1,50000,0.004609,2.22945
random_50000,10,1,1,50000,0.005576,0.3932
random_50000,10,5,1,50000,0.0055686,0.8658
random_50000,10,20,1,50000,0.0055804,2.3241
random_50000,25,1,1,50000,0.0047805,0.4246
random_50000,25,5,1,50000,0.0047677,0.9123
random_50000,25,20,1,50000,0.004772,2.2597
random_50000,10,1,1,50000,0.0056008,0.39705
random_50000,10,5,1,50000,0.0057632,0.88815
random_50000,10,20,1,50000,0.0057215,2.3239
random_50000,25,1,1,50000,0.0048212,0.4227
random_50000,25,5,1,50000,0.0049107,0.88345
random_50000,25,20,1,50000,0.0048318,2.2015
random_50000,10,1,1,50000,0.005428,0.38985
random_50000,10,5,1,50000,0.0055744,0.8476
random_50000,10,20,1,50000,0.0054134,2.3063
random_50000,25,1,1,50000,0.0047442,0.41795
random_50000,25,5,1,50000,0.0046876,0.87215
random_50000,25,20,1,50000,0.0047759,2.1914
random_50000,10,1,1,50000,0.00547,0.39475
random_50000,10,5,1,50000,0.0054776,0.8436
random_50000,10,20,1,50000,0.0054941,2.27155
random_50000,25,1,1,50000,0.0046974,0.4244
random_50000,25,5,1,50000,0.0047472,0.88
random_50000,25,20,1,50000,0.0048028,2.21295
random_50000,10,1,1,50000,0.0052164,0.3983
random_50000,10,5,1,50000,0.0053029,0.8532
random_50000,10,20,1,50000,0.0051773,2.2695
random_50000,25,1,1,50000,0.0045586,0.421
random_50000,25,5,1,50000,0.0051413,1.22865
random_50000,25,20,1,50000,0.0056195,2.83145
random_120000,10,1,1,120000,0.0149263,0.48255
random_120000,10,5,1,120000,0.0149355,1.0581
random_120000,10,20,1,120000,0.0145969,2.39045
random_120000,25,1,1,120000,0.0129393,0.47895
random_120000,25,5,1,120000,0.0129108,0.95155
random_120000,25,20,1,120000,0.0138381,2.34165
random_120000,10,1,1,120000,0.0147555,0.4952
random_120000,10,5,1,120000,0.0148344,1.01025
random_120000,10,20,1,120000,0.0145925,2.3555
random_120000,25,1,1,120000,0.0132803,0.4866
random_120000,25,5,1,120000,0.0128142,0.9612
random_120000,25,20,1,120000,0.012744,2.2781
random_120000,10,1,1,120000,0.014431,0.4639
random_120000,10,5,1,120000,0.0145696,0.9922
random_120000,10,20,1,120000,0.0144903,2.3731
random_120000,25,1,1,120000,0.0130664,0.48385
random_120000,25,5,1,120000,0.0127641,0.93475
random_120000,25,20,1,120000,0.0127907,2.26205
random_120000,10,1,1,120000,0.0159667,0.48345
random_120000,10,5,1,120000,0.0160357,0.9716
random_120000,10,20,1,120000,0.0159786,2.3872
random_120000,25,1,1,120000,0.0140495,0.47255
random_120000,25,5,1,120000,0.0140716,0.9914
random_120000,25,20,1,120000,0.0139928,2.2852
random_120000,10,1,1,120000,0.0158164,0.5564
random_120000,10,5,1,120000,0.0159718,0.95405
random_120000,10,20,1,120000,0.0159321,2.33815
random_120000,25,1,1,120000,0.0139397,0.48205
random_120000,25,5,1,120000,0.0138544,1.03805
random_120000,25,20,1,120000,0.0138618,2.3422
random_120000,10,1,1,120000,0.0160198,0.5015
random_120000,10,5,1,120000,0.0158214,0.93995
random_120000,10,20,1,120000,0.0158798,2.54165
random_120000,25,1,1,120000,0.013867,0.67105
random_120000,25,5,1,120000,0.0138738,1.0427
random_120000,25,20,1,120000,0.0138698,2.34715
random_120000,10,1,1,120000,0.0144132,0.4764
random_120000,10,5,1,120000,0.0144147,0.9312
random_120000,10,20,1,120000,0.0144189,2.34715
random_120000,25,1,1,120000,0.0126883,0.4635
random_120000,25,5,1,120000,0.0128312,0.9636
random_120000,25,20,1,120000,0.0128201,2.2482
random_120000,10,1,1,120000,0.0162176,0.52405
random_120000,10,5,1,120000,0.0159872,0.95735
random_120000,10,20,1,120000,0.0159365,2.35025
random_120000,25,1,1,120000,0.0139661,0.4544
random_120000,25,5,1,120000,0.0138272,0.93825
random_120000,25,20,1,120000,0.0138517,2.25625
random_120000,10,1,1,120000,0.0146054,0.52295
random_120000,10,5,1,120000,0.0145375,0.9827
random_120000,10,20,1,120000,0.0144742,2.3608
random_120000,25,1,1,120000,0.0127473,0.4737
random_120000,25,5,1,120000,0.012842,1.00065
random_120000,25,20,1,120000,0.0129043,2.3365
random_120000,10,1,1,120000,0.0159688,0.5211
random_120000,10,5,1,120000,0.0157788,1.16965
random_120000,10,20,1,120000,0.0159182,2.3922
random_120000,25,1,1,120000,0.0139732,0.4771
random_120000,25,5,1,120000,0.0138677,1.02215
random_120000,25,20,1,120000,0.0138274,2.4317
random_120000,10,1,1,120000,0.0150066,0.46995
random_120000,10,5,1,120000,0.0177697,1.21635
random_120000,10,20,1,120000,0.0181128,2.7683
random_120000,25,1,1,120000,0.013463,0.52185
random_120000,25,5,1,120000,0.0132344,1.0315
random_120000,25,20,1,120000,0.0134638,2.28805
random_120000,10,1,1,120000,0.0151538,0.4869
random_120000,10,5,1,120000,0.0151375,0.9701
random_120000,10,20,1,120000,0.0149558,2.39415
random_120000,25,1,1,120000,0.0131304,0.47325
random_120000,25,5,1,120000,0.0133522,0.9882
random_120000,25,20,1,120000,0.0133523,2.2651
random_120000,10,1,1,120000,0.0147921,0.46735
random_120000,10,5,1,120000,0.014609,0.96295
random_120000,10,20,1,120000,0.0145776,2.39845
random_120000,25,1,1,120000,0.0126769,0.47045
random_120000,25,5,1,120000,0.0127179,0.94115
random_120000,25,20,1,120000,0.0130571,2.2775
random_120000,10,1,1,120000,0.0146477,0.4719
random_120000,10,5,1,120000,0.0147835,0.94715
random_120000,10,20,1,120000,0.0147183,2.44305
random_120000,25,1,1,120000,0.0129008,0.47
random_120000,25,5,1,120000,0.0127849,0.94965
random_120000,25,20,1,120000,0.0130679,2.27595
random_120000,10,1,1,120000,0.0146595,0.44565
random_120000,10,5,1,120000,0.0146788,0.95215
random_120000,10,20,1,120000,0.0144633,2.2855
random_120000,25,1,1,120000,0.0128222,0.46435
random_120000,25,5,1,120000,0.0127213,0.93375
random_120000,25,20,1,120000,0.0129386,2.3396
random_120000,10,1,1,120000,0.0146533,0.4859
random_120000,10,5,1,120000,0.0145994,1.43835
random_120000,10,20,1,120000,0.0180205,3.2447
random_120000,25,1,1,120000,0.0129011,0.50045
random_120000,25,5,1,120000,0.0137185,1.96215
random_120000,25,20,1,120000,0.0160418,2.4694
random_120000,10,1,1,120000,0.0151917,0.5015
random_120000,10,5,1,120000,0.0152229,1.01505
random_120000,10,20,1,120000,0.0149477,2.48745
random_120000,25,1,1,120000,0.0130119,0.46255
random_120000,25,5,1,120000,0.0131764,0.9701
random_120000,25,20,1,120000,0.0131306,2.24865
random_120000,10,1,1,120000,0.0149582,0.4802
random_120000,10,5,1,120000,0.0149362,0.974
random_120000,10,20,1,120000,0.0149122,2.33135
random_120000,25,1,1,120000,0.0130804,0.45945
random_120000,25,5,1,120000,0.0129981,0.93375
random_120000,25,20,1,120000,0.013057,2.2454
random_120000,10,1,1,120000,0.0144295,0.4785
random_120000,10,5,1,120000,0.0145371,0.9695
random_120000,10,20,1,120000,0.0145686,2.38065
random_120000,25,1,1,120000,0.0127612,0.4696
random_120000,25,5,1,120000,0.0127704,0.963
random_120000,25,20,1,120000,0.0127673,2.25725
random_120000,10,1,1,120000,0.0148855,0.5043
random_120000,10,5,1,120000,0.01482,0.95075
random_120000,10,20,1,120000,0.0148636,2.33025
random_120000,25,1,1,120000,0.0130168,0.45895
random_120000,25,5,1,120000,0.013081,0.98815
random_120000,25,20,1,120000,0.013055,2.25755
random_120000,10,1,1,120000,0.0144802,0.45995
random_120000,10,5,1,120000,0.0144254,0.92545
random_120000,10,20,1,120000,0.0144852,2.35825
random_120000,25,1,1,120000,0.0126206,0.4593
random_120000,25,5,1,120000,0.0126083,0.9421
random_120000,25,20,1,120000,0.0126138,2.264
random_120000,10,1,1,120000,0.01367,0.5005
random_120000,10,5,1,120000,0.0137355,0.9949
random_120000,10,20,1,120000,0.013679,2.4076
random_120000,25,1,1,120000,0.0121346,0.48225
random_120000,25,5,1,120000,0.0120673,0.95745
random_120000,25,20,1,120000,0.0120771,2.2774
random_120000,10,1,1,120000,0.0158621,0.4835
random_120000,10,5,1,120000,0.0158997,0.95195
random_120000,10,20,1,120000,0.015803,2.3885
random_120000,25,1,1,120000,0.0140346,0.4655
random_120000,25,5,1,120000,0.0139532,0.9701
random_120000,25,20,1,120000,0.0140001,2.2775
random_120000,10,1,1,120000,0.0158308,0.47955
random_120000,10,5,1,120000,0.0159435,0.94465
random_120000,10,20,1,120000,0.0161427,2.48475
random_120000,25,1,1,120000,0.0140795,0.4595
random_120000,25,5,1,120000,0.0141251,0.9526
random_120000,25,20,1,120000,0.0138456,2.257
random_120000,10,1,1,120000,0.0144055,0.44875
random_120000,10,5,1,120000,0.0144092,1.12755
random_120000,10,20,1,120000,0.0147605,2.76705
random_120000,25,1,1,120000,0.0126572,0.54585
random_120000,25,5,1,120000,0.0129629,0.9547
random_120000,25,20,1,120000,0.0130369,2.56265
random_120000,10,1,1,120000,0.0144328,0.55595
random_120000,10,5,1,120000,0.0144607,0.97595
random_120000,10,20,1,120000,0.0144254,2.3606
random_120000,25,1,1,120000,0.0132592,0.4912
random_120000,25,5,1,120000,0.0126715,1.12935
random_120000,25,20,1,120000,0.0131271,2.52335
random_120000,10,1,1,120000,0.0145999,0.5227
random_120000,10,5,1,120000,0.0140871,0.9688
random_120000,10,20,1,120000,0.0137257,2.33315
random_120000,25,1,1,120000,0.012186,0.4668
random_120000,25,5,1,120000,0.0120617,0.96065
random_120000,25,20,1,120000,0.0120125,2.263
random_120000,10,1,1,120000,0.0144292,0.4596
random_120000,10,5,1,120000,0.0147873,0.97275
random_120000,10,20,1,120000,0.0152544,2.3741
random_120000,25,1,1,120000,0.0131414,0.6041
random_120000,25,5,1,120000,0.0130075,1.2806
random_120000,25,20,1,120000,0.0126863,2.3356
random_120000,10,1,1,120000,0.0148341,0.6593
random_120000,10,5,1,120000,0.0148934,1.0362
random_120000,10,20,1,120000,0.0147239,2.36265
random_120000,25,1,1,120000,0.012737,0.47435
random_120000,25,5,1,120000,0.0128491,0.94335
random_120000,25,20,1,120000,0.0126806,2.3143
random_120000,10,1,1,120000,0.0146173,0.45805
random_120000,10,5,1,120000,0.0144472,0.972
random_120000,10,20,1,120000,0.0149916,2.5625
random_120000,25,1,1,120000,0.0129243,0.4873
random_120000,25,5,1,120000,0.0129333,0.96545
random_120000,25,20,1,120000,0.0126701,2.45095
