method,frame,update_ms,query_ms,live,phys,rss_kb_end,rss_kb_peak
rebuild,53,610.4096,0.5811,4872964,4872964,468200,468200
rebuild,54,613.2430,0.6308,4885791,4885791,468200,468200
rebuild,55,615.3180,0.5705,4892385,4892385,468200,468200
rebuild,56,617.4174,0.6188,4894341,4894341,468200,468200
rebuild,57,616.1631,0.6447,4895005,4895005,468200,468200
rebuild,58,615.1940,0.5912,4893045,4893045,468200,468200
rebuild,59,652.4281,0.5850,4890477,4890477,468200,468200
rebuild,60,615.2099,0.5778,4892759,4892759,468200,468200
rebuild,61,617.7826,0.5768,4889391,4889391,468200,468200
rebuild,62,616.2578,0.6113,4883582,4883582,468200,468200
rebuild,63,614.7750,0.6006,4872083,4872083,468200,468200
rebuild,64,614.2953,0.6009,4860885,4860885,468200,468200
rebuild,65,613.4778,0.5741,4843349,4843349,468200,468200
rebuild,66,610.8212,0.5986,4832742,4832742,468200,468200
rebuild,67,605.3582,0.5486,4824309,4824309,468200,468200
rebuild,68,605.0633,0.5904,4824793,4824793,468200,468200
rebuild,69,608.6876,0.5693,4833508,4833508,468200,468200
rebuild,70,611.9941,0.5775,4837326,4837326,468200,468200
rebuild,71,612.1807,0.5400,4839058,4839058,468200,468200
rebuild,72,611.0012,0.5079,4837318,4837318,468200,468200
rebuild,73,613.9991,0.5739,4838802,4838802,468200,468200
rebuild,74,611.9447,0.5447,4837232,4837232,468200,468200
rebuild,75,608.3069,0.5714,4837757,4837757,468200,468200
rebuild,76,610.6620,0.5786,4836585,4836585,468200,468200
rebuild,77,618.9761,0.5694,4832275,4832275,468200,468200
rebuild,78,604.8101,0.5717,4827745,4827745,468200,468200
rebuild,79,604.6697,0.5638,4818272,4818272,468200,468200
rebuild_mt,0,33.5952,0.4459,124058,124058,562780,563688
rebuild_mt,1,39.5183,0.5828,247923,247923,562780,563688
rebuild_mt,2,50.6604,0.6522,371552,371552,562780,563688
rebuild_mt,3,62.1926,0.7237,494857,494857,562780,563688
rebuild_mt,4,94.3275,0.7369,617787,617787,562780,563688
rebuild_mt,5,104.8213,0.7408,740581,740581,562780,563688
rebuild_mt,6,147.3923,0.7877,862493,862493,562780,563688
rebuild_mt,7,157.5511,0.8982,983649,983649,562780,563688
rebuild_mt,8,184.9361,0.8577,1104091,1104091,562780,563688
rebuild_mt,9,171.8606,0.8918,1223641,1223641,562780,563688
rebuild_mt,10,193.9108,0.7847,1342883,1342883,562780,563688
rebuild_mt,11,231.3026,0.8622,1461997,1461997,562780,563688
rebuild_mt,12,262.7975,0.8552,1580616,1580616,562780,563688
rebuild_mt,13,247.8965,0.9595,1698807,1698807,562780,563688
rebuild_mt,14,266.1816,0.8734,1816268,1816268,562780,563688
rebuild_mt,15,274.9435,0.8742,1933858,1933858,562780,563688
rebuild_mt,16,318.6560,0.8994,2051998,2051998,562780,563688
rebuild_mt,17,310.8843,0.9381,2171386,2171386,562780,563688
rebuild_mt,18,309.8342,0.9596,2291538,2291538,562780,563688
rebuild_mt,19,326.4613,0.9842,2411466,2411466,562780,563688
rebuild_mt,20,332.3364,0.9620,2531031,2531031,562780,563688
rebuild_mt,21,380.5717,0.9268,2649930,2649930,562780,563688
rebuild_mt,22,411.5243,0.9457,2768326,2768326,562780,563688
rebuild_mt,23,440.2185,0.9164,2885487,2885487,562780,563688
rebuild_mt,24,422.4953,0.9274,3001182,3001182,562780,563688
rebuild_mt,25,444.6751,0.8996,3115120,3115120,562780,563688
rebuild_mt,26,482.1120,1.0783,3227845,3227845,562780,563688
rebuild_mt,27,485.7912,0.9383,3339027,3339027,562780,563688
rebuild_mt,28,491.5443,0.9716,3449266,3449266,562780,563688
rebuild_mt,29,513.1599,0.9668,3558539,3558539,562780,563688
rebuild_mt,30,547.5290,0.9428,3666904,3666904,562780,563688
rebuild_mt,31,530.4675,1.0932,3774488,3774488,562780,563688
rebuild_mt,32,562.6697,0.9631,3880509,3880509,562780,563688
rebuild_mt,33,524.5882,1.0450,3984441,3984441,562780,563688
rebuild_mt,34,563.2673,0.9797,4086932,4086932,562780,563688
rebuild_mt,35,576.3125,0.9165,4186363,4186363,562780,563688
rebuild_mt,36,570.1925,1.0670,4279688,4279688,562780,563688
rebuild_mt,37,585.1887,0.9292,4365193,4365193,562780,563688
rebuild_mt,38,554.4285,0.9791,4442949,4442949,562780,563688
rebuild_mt,39,593.1842,1.0445,4512388,4512388,562780,563688
rebuild_mt,40,649.5542,0.9899,4576224,4576224,562780,563688
rebuild_mt,41,636.2485,0.9349,4633363,4633363,562780,563688
rebuild_mt,42,630.8454,0.9611,4680877,4680877,562780,563688
rebuild_mt,43,640.8544,1.1015,4716100,4716100,562780,563688
rebuild_mt,44,623.2829,0.9601,4739581,4739581,562780,563688
rebuild_mt,45,589.0902,1.0757,4754752,4754752,562780,563688
rebuild_mt,46,620.9810,0.9822,4768033,4768033,562780,563688
rebuild_mt,47,644.7845,0.9223,4776820,4776820,562780,563688
rebuild_mt,48,624.7910,0.9457,4787327,4787327,562780,563688
rebuild_mt,49,644.5138,0.9316,4799240,4799240,562780,563688
rebuild_mt,50,681.8007,0.9133,4813653,4813653,562780,563688
rebuild_mt,51,661.5747,0.8866,4835417,4835417,562780,563688
rebuild_mt,52,628.0761,0.9530,4856525,4856525,562780,563688
rebuild_mt,53,646.2551,0.9570,4872964,4872964,562780,563688
rebuild_mt,54,653.7250,0.9402,4885791,4885791,562780,563688
rebuild_mt,55,622.2361,0.9207,4892385,4892385,562780,563688
rebuild_mt,56,644.6763,0.9773,4894341,4894341,562780,563688
rebuild_mt,57,719.3857,1.0392,4895005,4895005,562780,563688
rebuild_mt,58,671.9372,1.0024,4893045,4893045,562780,563688
rebuild_mt,59,690.1116,0.9878,4890477,4890477,562780,563688
rebuild_mt,60,575.0168,0.9361,4892759,4892759,562780,563688
rebuild_mt,61,661.6442,0.9619,4889391,4889391,562780,563688
rebuild_mt,62,622.0484,0.9323,4883582,4883582,562780,563688
rebuild_mt,63,630.4507,0.9495,4872083,4872083,562780,563688
rebuild_mt,64,559.4283,0.9569,4860885,4860885,562780,563688
rebuild_mt,65,574.6584,0.9118,4843349,4843349,562780,563688
rebuild_mt,66,686.6117,0.9358,4832742,4832742,562780,563688
rebuild_mt,67,656.7211,0.9664,4824309,4824309,562780,563688
rebuild_mt,68,617.5973,0.9321,4824793,4824793,562780,563688
rebuild_mt,69,639.1038,0.9155,4833508,4833508,562780,563688
rebuild_mt,70,590.9715,0.9811,4837326,4837326,562780,563688
rebuild_mt,71,583.0964,0.9378,4839058,4839058,562780,563688
rebuild_mt,72,596.2777,0.8695,4837318,4837318,562780,563688
rebuild_mt,73,611.0865,0.8782,4838802,4838802,562780,563688
rebuild_mt,74,568.7586,0.9397,4837232,4837232,562780,563688
rebuild_mt,75,562.2207,0.9335,4837757,4837757,562780,563688
rebuild_mt,76,604.3928,1.1260,4836585,4836585,562780,563688
rebuild_mt,77,642.3365,0.9449,4832275,4832275,562780,563688
rebuild_mt,78,592.3674,0.9288,4827745,4827745,562780,563688
rebuild_mt,79,650.7514,0.9557,4818272,4818272,562780,563688
inc_b75_d50,0,27.0154,0.5529,124058,124600,1063464,1101440
inc_b75_d50,1,54.0794,0.7220,247923,248535,1063464,1101440
inc_b75_d50,2,88.0039,0.9067,371552,372205,1063464,1101440
inc_b75_d50,3,53.3430,1.0766,494857,496090,1063464,1101440
inc_b75_d50,4,73.6152,1.1761,617787,619352,1063464,1101440
inc_b75_d50,5,88.0671,1.2644,740581,742288,1063464,1101440
inc_b75_d50,6,98.8195,1.3073,862493,864735,1063464,1101440
inc_b75_d50,7,86.3988,1.4499,983649,986677,1063464,1101440
inc_b75_d50,8,112.2241,1.5401,1104091,1107008,1063464,1101440
inc_b75_d50,9,82.5879,1.5029,1223641,1224613,1063464,1101440
inc_b75_d50,10,103.0627,1.4923,1342883,1344741,1063464,1101440
inc_b75_d50,11,348.3916,1.5344,1461997,1462830,1063464,1101440
inc_b75_d50,12,71.5616,1.4765,1580616,1582992,1063464,1101440
inc_b75_d50,13,593.9869,1.5868,1698807,1700542,1063464,1101440
inc_b75_d50,14,57.3458,1.6630,1816268,1819884,1063464,1101440
inc_b75_d50,15,78.6655,1.6351,1933858,1939884,1063464,1101440
inc_b75_d50,16,94.5203,1.7311,2051998,2061326,1063464,1101440
inc_b75_d50,17,106.6136,1.7867,2171386,2183406,1063464,1101440
inc_b75_d50,18,100.6171,1.6290,2291538,2304876,1063464,1101440
inc_b75_d50,19,119.8187,1.8793,2411466,2426484,1063464,1101440
inc_b75_d50,20,102.3918,1.8284,2531031,2550698,1063464,1101440
inc_b75_d50,21,123.6384,1.8410,2649930,2672423,1063464,1101440
inc_b75_d50,22,138.4583,1.9151,2768326,2787248,1063464,1101440
inc_b75_d50,23,605.0824,1.8773,2885487,2910863,1063464,1101440
inc_b75_d50,24,405.0902,1.8170,3001182,3021096,1063464,1101440
inc_b75_d50,25,86.0880,1.7989,3115120,3143618,1063464,1101440
inc_b75_d50,26,90.9894,1.9241,3227845,3256341,1063464,1101440
inc_b75_d50,27,100.8814,2.0331,3339027,3376558,1063464,1101440
inc_b75_d50,28,108.7309,1.9358,3449266,3498711,1063464,1101440
inc_b75_d50,29,1292.2025,2.9321,3558539,3571061,1063464,1101440
inc_b75_d50,30,82.8070,2.0613,3666904,3688374,1063464,1101440
inc_b75_d50,31,94.5612,1.9602,3774488,3806631,1063464,1101440
inc_b75_d50,32,93.1893,2.0147,3880509,3929523,1063464,1101440
inc_b75_d50,33,95.2614,2.0231,3984441,4041385,1063464,1101440
inc_b75_d50,34,139.0725,1.9467,4086932,4148136,1063464,1101440
inc_b75_d50,35,99.7517,1.9057,4186363,4242176,1063464,1101440
inc_b75_d50,36,103.3334,2.1392,4279688,4337239,1063464,1101440
inc_b75_d50,37,136.1639,2.0722,4365193,4459091,1063464,1101440
inc_b75_d50,38,308.7157,2.0593,4442949,4538527,1063464,1101440
inc_b75_d50,39,130.6869,1.9844,4512388,4653728,1063464,1101440
inc_b75_d50,40,683.7279,2.0867,4576224,4752169,1063464,1101440
inc_b75_d50,41,178.2478,2.1807,4633363,4664687,1063464,1101440
inc_b75_d50,42,531.9029,2.4059,4680877,4747052,1063464,1101440
inc_b75_d50,43,89.9099,2.3735,4716100,4835196,1063464,1101440
inc_b75_d50,44,116.7837,2.2881,4739581,4890049,1063464,1101440
inc_b75_d50,45,912.8234,2.2795,4754752,4952241,1063464,1101440
inc_b75_d50,46,1804.3322,2.1295,4768033,4867497,1063464,1101440
inc_b75_d50,47,80.5467,2.0196,4776820,4980304,1063464,1101440
inc_b75_d50,48,131.3888,1.9910,4787327,5040101,1063464,1101440
inc_b75_d50,49,136.3212,1.9687,4799240,5121065,1063464,1101440
inc_b75_d50,50,113.4620,2.0108,4813653,5236895,1063464,1101440
inc_b75_d50,51,273.4920,2.0304,4835417,5268172,1063464,1101440
inc_b75_d50,52,94.6413,2.0486,4856525,5387876,1063464,1101440
inc_b75_d50,53,318.4728,2.1767,4872964,5508526,1063464,1101440
inc_b75_d50,54,92.5596,2.0671,4885791,5630660,1063464,1101440
inc_b75_d50,55,211.5103,2.0296,4892385,5633776,1063464,1101440
inc_b75_d50,56,109.3482,2.1063,4894341,5755432,1063464,1101440
inc_b75_d50,57,821.2824,2.8317,4895005,5150743,1063464,1101440
inc_b75_d50,58,1267.8039,2.0195,4893045,5269673,1063464,1101440
inc_b75_d50,59,550.4735,2.2172,4890477,5391730,1063464,1101440
inc_b75_d50,60,92.3467,2.1509,4892759,5513568,1063464,1101440
inc_b75_d50,61,1001.1577,2.2145,4889391,5187175,1063464,1101440
inc_b75_d50,62,160.9945,2.1677,4883582,5280860,1063464,1101440
inc_b75_d50,63,145.5926,2.3472,4872083,5373494,1063464,1101440
inc_b75_d50,64,191.8000,2.3911,4860885,5230376,1063464,1101440
inc_b75_d50,65,139.8425,2.6809,4843349,5312527,1063464,1101440
inc_b75_d50,66,232.0622,2.3001,4832742,5312714,1063464,1101440
inc_b75_d50,67,581.6114,2.1436,4824309,5338939,1063464,1101440
inc_b75_d50,68,164.7900,2.2414,4824793,5459199,1063464,1101440
inc_b75_d50,69,145.1747,2.2639,4833508,5528801,1063464,1101440
inc_b75_d50,70,919.4555,2.2318,4837326,5055918,1063464,1101440
inc_b75_d50,71,1071.2770,2.1198,4839058,5175885,1063464,1101440
inc_b75_d50,72,697.8700,2.0936,4837318,5294728,1063464,1101440
inc_b75_d50,73,92.9839,2.0893,4838802,5414178,1063464,1101440
inc_b75_d50,74,106.4846,2.1893,4837232,5532621,1063464,1101440
inc_b75_d50,75,680.4238,2.2486,4837757,5651405,1063464,1101440
inc_b75_d50,76,102.2598,2.3739,4836585,5769685,1063464,1101440
inc_b75_d50,77,156.1919,2.1881,4832275,5887449,1063464,1101440
inc_b75_d50,78,128.5905,2.2206,4827745,6002094,1063464,1101440
inc_b75_d50,79,272.9490,2.1234,4818272,5782299,1063464,1101440
inc_b70_d30,0,23.5100,0.4461,124058,124600,1015452,1059724
inc_b70_d30,1,53.4393,0.7278,247923,248457,1015452,1059724
inc_b70_d30,2,87.7089,0.9078,371552,372205,1015452,1059724
inc_b70_d30,3,71.4705,1.0960,494857,496019,1015452,1059724
inc_b70_d30,4,103.0471,1.1854,617787,619071,1015452,1059724
inc_b70_d30,5,117.5906,1.2548,740581,742043,1015452,1059724
inc_b70_d30,6,130.6276,1.3400,862493,864260,1015452,1059724
inc_b70_d30,7,113.5816,1.5154,983649,984904,1015452,1059724
inc_b70_d30,8,109.2041,1.4279,1104091,1105281,1015452,1059724
inc_b70_d30,9,305.4011,1.5389,1223641,1224359,1015452,1059724
inc_b70_d30,10,471.7215,1.5190,1342883,1343571,1015452,1059724
inc_b70_d30,11,77.2599,1.5309,1461997,1463371,1015452,1059724
inc_b70_d30,12,100.9211,1.4975,1580616,1582465,1015452,1059724
inc_b70_d30,13,101.7631,1.6353,1698807,1701223,1015452,1059724
inc_b70_d30,14,113.0236,1.5559,1816268,1820296,1015452,1059724
inc_b70_d30,15,115.8642,1.6481,1933858,1937435,1015452,1059724
inc_b70_d30,16,152.3934,1.7260,2051998,2057465,1015452,1059724
inc_b70_d30,17,582.4635,1.7833,2171386,2177457,1015452,1059724
inc_b70_d30,18,84.9217,1.7015,2291538,2297758,1015452,1059724
inc_b70_d30,19,111.5069,1.8625,2411466,2417586,1015452,1059724
inc_b70_d30,20,887.5555,2.2635,2531031,2535205,1015452,1059724
inc_b70_d30,21,94.0508,1.8854,2649930,2657687,1015452,1059724
inc_b70_d30,22,121.8571,2.1104,2768326,2780525,1015452,1059724
inc_b70_d30,23,137.4558,1.9360,2885487,2897815,1015452,1059724
inc_b70_d30,24,138.7020,1.9961,3001182,3021072,1015452,1059724
inc_b70_d30,25,137.5415,1.9843,3115120,3135358,1015452,1059724
inc_b70_d30,26,163.1146,2.0253,3227845,3251549,1015452,1059724
inc_b70_d30,27,154.7519,1.9968,3339027,3370887,1015452,1059724
inc_b70_d30,28,743.4867,2.0400,3449266,3483659,1015452,1059724
inc_b70_d30,29,355.1003,2.5399,3558539,3601265,1015452,1059724
inc_b70_d30,30,514.2822,1.9445,3666904,3707920,1015452,1059724
inc_b70_d30,31,119.2546,2.0343,3774488,3811332,1015452,1059724
inc_b70_d30,32,115.0388,2.0302,3880509,3925099,1015452,1059724
inc_b70_d30,33,1432.0056,2.0409,3984441,4001543,1015452,1059724
inc_b70_d30,34,130.0244,1.9453,4086932,4116187,1015452,1059724
inc_b70_d30,35,123.6410,2.0265,4186363,4223536,1015452,1059724
inc_b70_d30,36,127.2370,2.0289,4279688,4339052,1015452,1059724
inc_b70_d30,37,158.6336,2.0206,4365193,4419457,1015452,1059724
inc_b70_d30,38,168.8098,2.0224,4442949,4496243,1015452,1059724
inc_b70_d30,39,189.5913,2.1496,4512388,4572551,1015452,1059724
inc_b70_d30,40,654.1689,2.0346,4576224,4649910,1015452,1059724
inc_b70_d30,41,327.4800,2.1056,4633363,4715725,1015452,1059724
inc_b70_d30,42,535.0827,2.2601,4680877,4801810,1015452,1059724
inc_b70_d30,43,192.9699,2.5001,4716100,4834982,1015452,1059724
inc_b70_d30,44,172.8052,2.4189,4739581,4846086,1015452,1059724
inc_b70_d30,45,1956.8239,2.5093,4754752,4853936,1015452,1059724
inc_b70_d30,46,130.8562,2.1017,4768033,4927003,1015452,1059724
inc_b70_d30,47,165.5954,2.0127,4776820,4987939,1015452,1059724
inc_b70_d30,48,158.3915,2.0688,4787327,5024230,1015452,1059724
inc_b70_d30,49,349.0168,2.0812,4799240,5000076,1015452,1059724
inc_b70_d30,50,338.4438,2.0367,4813653,5092566,1015452,1059724
inc_b70_d30,51,111.7567,1.9597,4835417,5210844,1015452,1059724
inc_b70_d30,52,340.8509,2.0570,4856525,5157207,1015452,1059724
inc_b70_d30,53,567.7819,2.1749,4872964,5215284,1015452,1059724
inc_b70_d30,54,885.6655,2.1902,4885791,5140677,1015452,1059724
inc_b70_d30,55,174.2285,2.1034,4892385,5209490,1015452,1059724
inc_b70_d30,56,1981.8721,2.2560,4894341,5015589,1015452,1059724
inc_b70_d30,57,134.7789,2.3840,4895005,5090527,1015452,1059724
inc_b70_d30,58,140.3780,2.1005,4893045,5207636,1015452,1059724
inc_b70_d30,59,136.0638,2.1395,4890477,5326523,1015452,1059724
inc_b70_d30,60,239.1508,2.0985,4892759,5313534,1015452,1059724
inc_b70_d30,61,291.3709,2.4729,4889391,5148069,1015452,1059724
inc_b70_d30,62,565.3385,2.1427,4883582,5180999,1015452,1059724
inc_b70_d30,63,394.0802,2.3371,4872083,5281358,1015452,1059724
inc_b70_d30,64,797.5280,2.3313,4860885,5117422,1015452,1059724
inc_b70_d30,65,157.2358,2.8314,4843349,5181660,1015452,1059724
inc_b70_d30,66,2081.7424,2.1176,4832742,4939561,1015452,1059724
inc_b70_d30,67,144.3917,2.1022,4824309,5040180,1015452,1059724
inc_b70_d30,68,218.8066,2.1811,4824793,5154300,1015452,1059724
inc_b70_d30,69,143.7633,2.1117,4833508,5258269,1015452,1059724
inc_b70_d30,70,182.0087,2.1380,4837326,5369835,1015452,1059724
inc_b70_d30,71,164.2947,1.9739,4839058,5485698,1015452,1059724
inc_b70_d30,72,1012.6620,2.0501,4837318,4837551,1015452,1059724
inc_b70_d30,73,360.0452,2.0274,4838802,4956789,1015452,1059724
inc_b70_d30,74,509.5566,2.0790,4837232,5075422,1015452,1059724
inc_b70_d30,75,129.6122,2.3565,4837757,5194283,1015452,1059724
inc_b70_d30,76,2616.7941,2.1652,4836585,4956497,1015452,1059724
inc_b70_d30,77,101.2487,2.1755,4832275,5074395,1015452,1059724
inc_b70_d30,78,154.4710,2.2472,4827745,5160674,1015452,1059724
inc_b70_d30,79,216.8905,2.3158,4818272,5261890,1015452,1059724
inc_b65_d30,0,23.2488,0.4516,124058,124600,1010024,1052504
inc_b65_d30,1,52.6223,0.7096,247923,248457,1010024,1052504
inc_b65_d30,2,86.5015,0.8930,371552,372205,1010024,1052504
inc_b65_d30,3,108.7584,1.6814,494857,496026,1010024,1052504
inc_b65_d30,4,160.8743,1.1979,617787,618878,1010024,1052504
inc_b65_d30,5,155.7276,1.2531,740581,741757,1010024,1052504
inc_b65_d30,6,162.8175,1.5979,862493,864058,1010024,1052504
inc_b65_d30,7,566.2202,1.5164,983649,984442,1010024,1052504
inc_b65_d30,8,98.2908,1.4803,1104091,1105308,1010024,1052504
inc_b65_d30,9,132.5198,1.5480,1223641,1225603,1010024,1052504
inc_b65_d30,10,166.2179,1.5400,1342883,1343871,1010024,1052504
inc_b65_d30,11,151.2611,1.5953,1461997,1463354,1010024,1052504
inc_b65_d30,12,485.4657,1.5902,1580616,1582356,1010024,1052504
inc_b65_d30,13,105.2526,1.5917,1698807,1701247,1010024,1052504
inc_b65_d30,14,621.6340,1.6394,1816268,1818786,1010024,1052504
